packet_index;timestamp;length;direction;num_cells;ack
0;1527565815.928801;202;1;0.000000;0
1;1527565815.928972;66;1;0.000000;1
3;1527565818.615047;74;1;0.000000;0
4;1527565818.854220;74;-1;0.000000;1
5;1527565818.854529;66;1;0.000000;1
6;1527565818.854837;267;1;0.000000;0
7;1527565819.094308;66;-1;0.000000;1
8;1527565819.096406;1070;-1;1.000000;0
9;1527565819.096522;66;1;0.000000;1
10;1527565819.097381;192;1;0.000000;0
12;1527565819.336400;117;-1;0.000000;0
13;1527565819.336993;106;1;0.000000;0
17;1527565819.577643;2115;-1;4.000000;0
18;1527565819.577875;66;1;0.000000;1
19;1527565819.579109;1123;1;2.000000;0
21;1527565819.828179;609;-1;1.000000;0
22;1527565819.828536;609;1;1.000000;0
23;1527565820.077651;609;-1;1.000000;0
24;1527565820.077870;609;1;1.000000;0
25;1527565820.356459;66;-1;0.000000;1
26;1527565820.356730;609;1;1.000000;0
27;1527565820.416111;609;-1;1.000000;0
28;1527565820.456140;66;1;0.000000;1
29;1527565820.595282;66;-1;0.000000;1
30;1527565820.595502;609;1;1.000000;0
31;1527565820.704811;609;-1;1.000000;0
32;1527565820.705092;66;1;0.000000;1
33;1527565820.841380;66;-1;0.000000;1
34;1527565820.841607;1152;1;2.000000;0
35;1527565820.954853;609;-1;1.000000;0
36;1527565820.955129;66;1;0.000000;1
37;1527565821.080280;66;-1;0.000000;1
39;1527565821.193609;609;-1;1.000000;0
41;1527565821.194524;609;1;1.000000;0
42;1527565821.432366;609;-1;1.000000;0
43;1527565821.432963;66;-1;0.000000;1
44;1527565821.472155;66;1;0.000000;1
45;1527565821.614534;609;1;1.000000;0
46;1527565821.710657;609;-1;1.000000;0
47;1527565821.710944;66;1;0.000000;1
48;1527565821.853151;66;-1;0.000000;1
49;1527565821.853424;609;1;1.000000;0
50;1527565821.949432;609;-1;1.000000;0
51;1527565821.949565;66;1;0.000000;1
52;1527565822.091891;66;-1;0.000000;1
53;1527565822.092188;609;1;1.000000;0
54;1527565822.223437;609;-1;1.000000;0
55;1527565822.223623;66;1;0.000000;1
56;1527565822.330727;66;-1;0.000000;1
57;1527565822.331026;1152;1;2.000000;0
58;1527565822.464118;609;-1;1.000000;0
59;1527565822.464428;66;1;0.000000;1
60;1527565822.569607;66;-1;0.000000;1
61;1527565822.569891;609;1;1.000000;0
62;1527565822.616424;1454;1;2.000000;0
63;1527565822.702910;609;-1;1.000000;0
64;1527565822.703210;66;1;0.000000;1
65;1527565822.741695;1454;-1;2.000000;0
67;1527565822.780622;2842;-1;5.000000;0
69;1527565822.808383;66;-1;0.000000;1
70;1527565822.808663;278;1;0.000000;0
72;1527565822.941696;586;-1;1.000000;0
73;1527565822.981182;66;1;0.000000;1
74;1527565823.047125;66;-1;0.000000;1
75;1527565823.047429;1152;1;2.000000;0
76;1527565823.051774;1454;-1;2.000000;0
77;1527565823.051963;66;1;0.000000;1
79;1527565823.219644;307;-1;0.000000;0
81;1527565823.235145;2842;-1;5.000000;0
83;1527565823.326583;66;-1;0.000000;1
84;1527565823.326902;609;1;1.000000;0
85;1527565823.411041;1454;-1;2.000000;0
86;1527565823.411364;66;1;0.000000;1
87;1527565823.424680;1454;1;2.000000;0
88;1527565823.458430;1100;-1;2.000000;0
89;1527565823.498235;66;1;0.000000;1
90;1527565823.565368;66;-1;0.000000;1
91;1527565823.565682;278;1;0.000000;0
93;1527565823.736705;609;-1;1.000000;0
94;1527565823.736979;66;1;0.000000;1
95;1527565823.804161;66;-1;0.000000;1
96;1527565823.804456;1152;1;2.000000;0
97;1527565823.975540;609;-1;1.000000;0
98;1527565823.975763;66;1;0.000000;1
99;1527565824.042972;66;-1;0.000000;1
100;1527565824.107377;1454;-1;2.000000;0
102;1527565824.108411;609;1;1.000000;0
103;1527565824.214403;1364;-1;2.000000;0
104;1527565824.254243;66;1;0.000000;1
105;1527565824.346897;66;-1;0.000000;1
106;1527565824.347136;609;1;1.000000;0
107;1527565824.492892;609;-1;1.000000;0
108;1527565824.493216;66;1;0.000000;1
109;1527565824.585615;66;-1;0.000000;1
110;1527565824.585893;609;1;1.000000;0
111;1527565824.794948;609;-1;1.000000;0
112;1527565824.795257;66;1;0.000000;1
113;1527565824.824375;66;-1;0.000000;1
114;1527565824.824564;1152;1;2.000000;0
115;1527565825.033646;609;-1;1.000000;0
116;1527565825.063242;66;-1;0.000000;1
117;1527565825.063536;609;1;1.000000;0
119;1527565825.302055;1152;-1;2.000000;0
120;1527565825.302906;609;1;1.000000;0
121;1527565825.503055;2842;-1;5.000000;0
122;1527565825.503379;66;1;0.000000;1
123;1527565825.541544;917;-1;1.000000;0
124;1527565825.544924;609;1;1.000000;0
125;1527565825.783401;609;-1;1.000000;0
126;1527565825.783744;609;1;1.000000;0
127;1527565826.022364;609;-1;1.000000;0
128;1527565826.022702;609;1;1.000000;0
129;1527565826.251759;4230;-1;8.000000;0
130;1527565826.252114;66;1;0.000000;1
131;1527565826.260485;2842;-1;5.000000;0
133;1527565826.277886;1454;-1;2.000000;0
134;1527565826.277923;2842;-1;5.000000;0
136;1527565826.295249;415;-1;0.000000;0
138;1527565826.344386;1454;-1;2.000000;0
