packet_index;timestamp;length;direction;num_cells;ack
0;1527544125.010336;202;1;0.000000;0
1;1527544125.010510;66;1;0.000000;1
4;1527544127.849673;74;1;0.000000;0
6;1527544128.089492;74;-1;0.000000;1
7;1527544128.089768;66;1;0.000000;1
8;1527544128.090030;256;1;0.000000;0
10;1527544128.891108;78;-1;0.000000;1
11;1527544129.025800;1069;-1;1.000000;0
12;1527544129.026094;66;1;0.000000;1
13;1527544129.027488;192;1;0.000000;0
16;1527544129.267128;117;-1;0.000000;0
17;1527544129.267541;106;1;0.000000;0
18;1527544129.507732;2130;-1;4.000000;0
19;1527544129.508078;66;1;0.000000;1
20;1527544129.509242;1637;1;3.000000;0
21;1527544129.748742;66;-1;0.000000;1
22;1527544129.760329;1123;-1;2.000000;0
23;1527544129.761696;1123;1;2.000000;0
24;1527544130.041858;66;-1;0.000000;1
25;1527544130.042139;609;1;1.000000;0
26;1527544130.060564;609;-1;1.000000;0
27;1527544130.100223;66;1;0.000000;1
28;1527544130.281184;66;-1;0.000000;1
29;1527544130.281469;609;1;1.000000;0
30;1527544130.339167;1152;-1;2.000000;0
31;1527544130.339397;66;1;0.000000;1
32;1527544130.520393;66;-1;0.000000;1
33;1527544130.520682;1152;1;2.000000;0
34;1527544130.680448;609;-1;1.000000;0
35;1527544130.680739;66;1;0.000000;1
36;1527544130.759760;66;-1;0.000000;1
37;1527544130.851113;609;1;1.000000;0
38;1527544130.919730;609;-1;1.000000;0
39;1527544130.920012;66;1;0.000000;1
40;1527544131.089997;66;-1;0.000000;1
41;1527544131.090310;609;1;1.000000;0
42;1527544131.158982;1152;-1;2.000000;0
43;1527544131.159241;66;1;0.000000;1
46;1527544131.329262;66;-1;0.000000;1
47;1527544131.329548;609;1;1.000000;0
48;1527544131.533819;609;-1;1.000000;0
49;1527544131.534082;66;1;0.000000;1
50;1527544131.568463;66;-1;0.000000;1
51;1527544131.772998;609;-1;1.000000;0
53;1527544131.773576;609;1;1.000000;0
54;1527544131.856484;1454;1;2.000000;0
55;1527544132.012650;66;-1;0.000000;1
56;1527544132.012821;278;1;0.000000;0
58;1527544132.167700;609;-1;1.000000;0
59;1527544132.207275;66;1;0.000000;1
60;1527544132.251674;66;-1;0.000000;1
61;1527544132.334396;609;1;1.000000;0
62;1527544132.446259;1152;-1;2.000000;0
63;1527544132.446466;66;1;0.000000;1
64;1527544132.573398;2842;-1;5.000000;0
65;1527544132.573423;66;-1;0.000000;1
67;1527544132.573736;1152;1;2.000000;0
68;1527544132.663053;1454;-1;2.000000;0
69;1527544132.685353;586;-1;1.000000;0
70;1527544132.685566;66;1;0.000000;1
71;1527544132.812711;66;-1;0.000000;1
72;1527544132.813003;1152;1;2.000000;0
73;1527544132.924652;609;-1;1.000000;0
74;1527544132.964304;66;1;0.000000;1
75;1527544132.986926;4230;-1;8.000000;0
77;1527544133.051927;66;-1;0.000000;1
78;1527544133.052244;1152;1;2.000000;0
79;1527544133.203287;72;-1;0.000000;0
80;1527544133.203503;66;1;0.000000;1
81;1527544133.217175;1454;1;2.000000;0
83;1527544133.291143;66;-1;0.000000;1
84;1527544133.291413;278;1;0.000000;0
85;1527544133.442513;1152;-1;2.000000;0
86;1527544133.456140;66;-1;0.000000;1
87;1527544133.482317;66;1;0.000000;1
89;1527544133.530641;609;1;1.000000;0
90;1527544133.548081;1454;-1;2.000000;0
91;1527544133.548410;66;1;0.000000;1
92;1527544133.721291;1364;-1;2.000000;0
94;1527544133.811977;66;-1;0.000000;1
95;1527544133.850504;609;1;1.000000;0
96;1527544133.960536;1123;-1;2.000000;0
97;1527544133.960819;66;1;0.000000;1
98;1527544134.089357;66;-1;0.000000;1
99;1527544134.089664;609;1;1.000000;0
100;1527544134.199778;1152;-1;2.000000;0
101;1527544134.200062;66;1;0.000000;1
102;1527544134.328717;66;-1;0.000000;1
103;1527544134.329052;1152;1;2.000000;0
104;1527544134.511162;609;-1;1.000000;0
105;1527544134.511464;66;1;0.000000;1
106;1527544134.567981;66;-1;0.000000;1
107;1527544134.568281;1152;1;2.000000;0
108;1527544134.750465;1152;-1;2.000000;0
109;1527544134.750775;66;1;0.000000;1
110;1527544134.807234;66;-1;0.000000;1
111;1527544134.807535;609;1;1.000000;0
112;1527544134.978584;2842;-1;5.000000;0
113;1527544134.978810;66;1;0.000000;1
114;1527544134.989648;917;-1;1.000000;0
116;1527544135.046413;66;-1;0.000000;1
117;1527544135.228782;1152;-1;2.000000;0
119;1527544135.232775;609;1;1.000000;0
121;1527544135.471683;66;-1;0.000000;1
122;1527544135.472014;609;1;1.000000;0
123;1527544135.632781;609;-1;1.000000;0
125;1527544135.672374;66;1;0.000000;1
126;1527544135.710957;66;-1;0.000000;1
127;1527544135.916576;3693;-1;7.000000;0
129;1527544135.929486;2842;-1;5.000000;0
131;1527544135.953004;1454;-1;2.000000;0
133;1527544136.006791;2842;-1;5.000000;0
135;1527544136.047433;1454;-1;2.000000;0
137;1527544136.057210;609;1;1.000000;0
138;1527544136.100193;2842;-1;5.000000;0
139;1527544136.100431;66;1;0.000000;1
140;1527544136.109922;2842;-1;5.000000;0
142;1527544136.118777;1454;-1;2.000000;0
143;1527544136.136062;2842;-1;5.000000;0
145;1527544136.153519;1454;-1;2.000000;0
146;1527544136.153535;1454;-1;2.000000;0
148;1527544136.170932;1454;-1;2.000000;0
149;1527544136.170946;1249;-1;2.000000;0
151;1527544136.188355;2842;-1;5.000000;0
153;1527544136.205807;2842;-1;5.000000;0
155;1527544136.223229;1454;-1;2.000000;0
156;1527544136.223265;2842;-1;5.000000;0
158;1527544136.240701;1454;-1;2.000000;0
159;1527544136.258122;2842;-1;5.000000;0
161;1527544136.275539;2842;-1;5.000000;0
163;1527544136.275976;1454;1;2.000000;0
164;1527544136.286683;1454;-1;2.000000;0
165;1527544136.296074;66;-1;0.000000;1
166;1527544136.296373;307;1;0.000000;0
