packet_index;timestamp;length;direction;num_cells;ack
0;1527558364.666478;202;1;0.000000;0
1;1527558364.666632;66;1;0.000000;1
3;1527558367.498852;74;1;0.000000;0
4;1527558367.738461;74;-1;0.000000;1
5;1527558367.738636;66;1;0.000000;1
6;1527558367.739148;252;1;0.000000;0
9;1527558368.540059;78;-1;0.000000;1
11;1527558368.667250;1072;-1;1.000000;0
12;1527558368.667538;66;1;0.000000;1
13;1527558368.668906;192;1;0.000000;0
15;1527558368.908520;117;-1;0.000000;0
16;1527558368.909018;106;1;0.000000;0
17;1527558369.149074;2129;-1;4.000000;0
18;1527558369.149404;66;1;0.000000;1
19;1527558369.150536;1637;1;3.000000;0
21;1527558369.389949;66;-1;0.000000;1
22;1527558369.399893;1123;-1;2.000000;0
23;1527558369.401241;1123;1;2.000000;0
24;1527558369.658374;609;-1;1.000000;0
25;1527558369.658717;609;1;1.000000;0
26;1527558369.897550;609;-1;1.000000;0
27;1527558369.897737;609;1;1.000000;0
28;1527558370.136669;609;-1;1.000000;0
29;1527558370.137002;609;1;1.000000;0
30;1527558370.375904;609;-1;1.000000;0
31;1527558370.376237;609;1;1.000000;0
33;1527558370.615298;609;-1;1.000000;0
34;1527558370.615567;609;1;1.000000;0
35;1527558370.854561;609;-1;1.000000;0
36;1527558370.855228;609;1;1.000000;0
37;1527558371.094258;609;-1;1.000000;0
38;1527558371.094903;609;1;1.000000;0
39;1527558371.333824;609;-1;1.000000;0
40;1527558371.373253;66;1;0.000000;1
41;1527558371.497912;609;1;1.000000;0
42;1527558371.612161;609;-1;1.000000;0
43;1527558371.612339;66;1;0.000000;1
44;1527558371.612699;1454;1;2.000000;0
46;1527558371.780021;66;-1;0.000000;1
47;1527558371.780281;307;1;0.000000;0
48;1527558371.851183;609;-1;1.000000;0
49;1527558371.851523;66;-1;0.000000;1
50;1527558371.891264;66;1;0.000000;1
51;1527558372.015891;1454;1;2.000000;0
53;1527558372.019490;307;1;0.000000;0
54;1527558372.054713;4230;-1;8.000000;0
55;1527558372.054936;66;1;0.000000;1
56;1527558372.130130;1129;-1;2.000000;0
58;1527558372.258325;66;-1;0.000000;1
59;1527558372.258594;1152;1;2.000000;0
60;1527558372.365137;1454;-1;2.000000;0
61;1527558372.365454;66;1;0.000000;1
62;1527558372.369545;307;-1;0.000000;0
64;1527558372.388363;2842;-1;5.000000;0
67;1527558372.540158;66;-1;0.000000;1
68;1527558372.540438;1152;1;2.000000;0
69;1527558372.608686;917;-1;1.000000;0
70;1527558372.609017;66;1;0.000000;1
71;1527558372.623065;1454;1;2.000000;0
72;1527558372.637656;1454;-1;2.000000;0
73;1527558372.686288;66;1;0.000000;1
74;1527558372.779334;66;-1;0.000000;1
75;1527558372.779647;278;1;0.000000;0
76;1527558372.847957;792;-1;1.000000;0
77;1527558372.848245;66;1;0.000000;1
78;1527558372.861998;66;-1;0.000000;1
80;1527558373.023060;609;1;1.000000;0
81;1527558373.068927;1454;-1;2.000000;0
82;1527558373.069136;66;1;0.000000;1
83;1527558373.087149;307;-1;0.000000;0
85;1527558373.261944;66;-1;0.000000;1
86;1527558373.326367;1123;-1;2.000000;0
88;1527558373.330287;609;1;1.000000;0
89;1527558373.565515;609;-1;1.000000;0
90;1527558373.570608;66;-1;0.000000;1
91;1527558373.570798;1152;1;2.000000;0
92;1527558373.809757;609;-1;1.000000;0
93;1527558373.825591;609;1;1.000000;0
94;1527558374.064539;1152;-1;2.000000;0
95;1527558374.064879;609;1;1.000000;0
96;1527558374.303825;609;-1;1.000000;0
97;1527558374.304067;609;1;1.000000;0
98;1527558374.361374;2842;-1;5.000000;0
99;1527558374.361689;66;1;0.000000;1
101;1527558374.543057;917;-1;1.000000;0
102;1527558374.546566;609;1;1.000000;0
103;1527558374.785478;609;-1;1.000000;0
104;1527558374.785776;609;1;1.000000;0
105;1527558375.024710;609;-1;1.000000;0
106;1527558375.025015;609;1;1.000000;0
107;1527558375.111916;5618;-1;10.000000;0
108;1527558375.112250;66;1;0.000000;1
109;1527558375.120742;1454;-1;2.000000;0
