packet_index;timestamp;length;direction;num_cells;ack
0;1527557097.169732;202;1;0.000000;0
1;1527557097.169892;66;1;0.000000;1
7;1527557099.916985;74;1;0.000000;0
8;1527557100.156478;74;-1;0.000000;1
9;1527557100.156770;66;1;0.000000;1
10;1527557100.157057;270;1;0.000000;0
13;1527557100.957459;78;-1;0.000000;1
14;1527557101.085646;1072;-1;1.000000;0
15;1527557101.085954;66;1;0.000000;1
16;1527557101.087290;192;1;0.000000;0
18;1527557101.326967;117;-1;0.000000;0
19;1527557101.327476;106;1;0.000000;0
20;1527557101.567399;2129;-1;4.000000;0
21;1527557101.567720;66;1;0.000000;1
22;1527557101.568911;1637;1;3.000000;0
23;1527557101.808271;66;-1;0.000000;1
24;1527557101.820717;1123;-1;2.000000;0
25;1527557101.822071;1123;1;2.000000;0
26;1527557102.101709;66;-1;0.000000;1
27;1527557102.102009;609;1;1.000000;0
28;1527557102.160555;609;-1;1.000000;0
29;1527557102.200450;66;1;0.000000;1
30;1527557102.341014;66;-1;0.000000;1
31;1527557102.341292;609;1;1.000000;0
32;1527557102.439335;1152;-1;2.000000;0
33;1527557102.439592;66;1;0.000000;1
35;1527557102.580072;66;-1;0.000000;1
36;1527557102.580359;1152;1;2.000000;0
37;1527557102.715973;609;-1;1.000000;0
38;1527557102.716297;66;1;0.000000;1
39;1527557102.819214;66;-1;0.000000;1
40;1527557102.922226;609;1;1.000000;0
41;1527557102.955189;1152;-1;2.000000;0
42;1527557102.955428;66;1;0.000000;1
43;1527557103.161090;66;-1;0.000000;1
44;1527557103.161355;609;1;1.000000;0
45;1527557103.194464;609;-1;1.000000;0
46;1527557103.194638;66;1;0.000000;1
47;1527557103.433380;66;-1;0.000000;1
48;1527557103.433550;609;1;1.000000;0
50;1527557103.562707;609;-1;1.000000;0
51;1527557103.562886;66;1;0.000000;1
52;1527557103.715087;66;-1;0.000000;1
53;1527557103.872357;609;1;1.000000;0
54;1527557103.875143;609;-1;1.000000;0
55;1527557103.875258;66;1;0.000000;1
56;1527557103.917727;1454;1;2.000000;0
57;1527557104.111254;66;-1;0.000000;1
58;1527557104.111529;278;1;0.000000;0
60;1527557104.250575;609;-1;1.000000;0
61;1527557104.250784;66;1;0.000000;1
62;1527557104.350364;66;-1;0.000000;1
63;1527557104.351311;609;1;1.000000;0
64;1527557104.383294;4230;-1;8.000000;0
65;1527557104.383513;66;1;0.000000;1
66;1527557104.476853;1454;-1;2.000000;0
69;1527557104.489732;284;-1;0.000000;0
71;1527557104.494533;1454;1;2.000000;0
72;1527557104.622347;66;-1;0.000000;1
73;1527557104.622643;850;1;1.000000;0
74;1527557104.728723;609;-1;1.000000;0
75;1527557104.768530;66;1;0.000000;1
76;1527557104.775081;66;-1;0.000000;1
78;1527557104.867607;2842;-1;5.000000;0
81;1527557104.888650;1454;-1;2.000000;0
83;1527557104.892728;609;1;1.000000;0
84;1527557104.917562;1454;1;2.000000;0
85;1527557104.998733;1454;-1;2.000000;0
86;1527557105.007486;255;-1;0.000000;0
87;1527557105.007754;66;1;0.000000;1
88;1527557105.156440;66;-1;0.000000;1
89;1527557105.156739;821;1;1.000000;0
90;1527557105.251261;609;-1;1.000000;0
91;1527557105.291541;66;1;0.000000;1
92;1527557105.362536;1454;-1;2.000000;0
94;1527557105.438459;66;-1;0.000000;1
95;1527557105.530456;792;-1;1.000000;0
97;1527557105.531527;609;1;1.000000;0
98;1527557105.769795;609;-1;1.000000;0
99;1527557105.770458;66;-1;0.000000;1
100;1527557105.770708;609;1;1.000000;0
101;1527557106.009588;609;-1;1.000000;0
102;1527557106.009894;609;1;1.000000;0
103;1527557106.248776;609;-1;1.000000;0
104;1527557106.249123;609;1;1.000000;0
105;1527557106.488005;609;-1;1.000000;0
106;1527557106.488289;1152;1;2.000000;0
108;1527557106.727287;609;-1;1.000000;0
109;1527557106.727581;609;1;1.000000;0
110;1527557106.950505;4230;-1;8.000000;0
111;1527557106.950818;66;1;0.000000;1
112;1527557106.966397;72;-1;0.000000;0
113;1527557106.993408;609;1;1.000000;0
