packet_index;timestamp;length;direction;num_cells;ack
0;1527570703.213148;66;1;0.000000;1
1;1527570703.215102;202;1;0.000000;0
5;1527570705.506394;74;1;0.000000;0
7;1527570705.856948;74;-1;0.000000;1
8;1527570705.857237;66;1;0.000000;1
9;1527570705.857525;269;1;0.000000;0
10;1527570706.070742;74;1;0.000000;0
11;1527570706.310562;74;-1;0.000000;1
12;1527570706.310856;66;1;0.000000;1
13;1527570706.310881;259;1;0.000000;0
17;1527570706.936192;78;-1;0.000000;1
18;1527570707.278495;1082;-1;1.000000;0
19;1527570707.278722;66;1;0.000000;1
20;1527570707.280149;192;1;0.000000;0
23;1527570707.630674;117;-1;0.000000;0
24;1527570707.631152;106;1;0.000000;0
26;1527570707.865447;78;-1;0.000000;1
27;1527570707.982082;2143;-1;4.000000;0
28;1527570707.982416;66;1;0.000000;1
29;1527570707.983503;1123;1;2.000000;0
30;1527570707.990950;1070;-1;1.000000;0
31;1527570707.991240;66;1;0.000000;1
32;1527570707.992372;192;1;0.000000;0
34;1527570708.232042;117;-1;0.000000;0
35;1527570708.232526;106;1;0.000000;0
36;1527570708.337010;609;-1;1.000000;0
37;1527570708.337837;1123;1;2.000000;0
38;1527570708.474588;2125;-1;4.000000;0
39;1527570708.474882;66;1;0.000000;1
40;1527570708.476003;2151;1;4.000000;0
41;1527570708.695820;4143;-1;7.000000;0
42;1527570708.695857;5858;-1;11.000000;0
43;1527570708.696045;66;1;0.000000;1
45;1527570708.715689;66;-1;0.000000;1
46;1527570708.726498;1637;-1;3.000000;0
47;1527570708.726839;66;1;0.000000;1
48;1527570708.728317;1637;1;3.000000;0
49;1527570708.967464;66;-1;0.000000;1
50;1527570709.045885;4410;-1;8.000000;0
51;1527570709.045926;1514;-1;2.000000;0
52;1527570709.045938;2962;-1;5.000000;0
53;1527570709.045990;1273;-1;2.000000;0
56;1527570709.053288;2962;-1;5.000000;0
58;1527570709.072478;609;1;1.000000;0
59;1527570709.082799;1123;-1;2.000000;0
60;1527570709.122420;66;1;0.000000;1
61;1527570709.353681;66;-1;0.000000;1
62;1527570709.353976;1123;1;2.000000;0
63;1527570709.361420;1152;-1;2.000000;0
64;1527570709.361719;66;1;0.000000;1
65;1527570709.395984;5858;-1;11.000000;0
66;1527570709.396021;1514;-1;2.000000;0
67;1527570709.396052;1514;-1;2.000000;0
70;1527570709.396857;609;1;1.000000;0
71;1527570709.403523;5858;-1;11.000000;0
72;1527570709.403843;66;1;0.000000;1
73;1527570709.592934;66;-1;0.000000;1
74;1527570709.593215;1152;1;2.000000;0
75;1527570709.728962;609;-1;1.000000;0
76;1527570709.729180;66;1;0.000000;1
77;1527570709.746099;2962;-1;5.000000;0
78;1527570709.746129;2962;-1;5.000000;0
79;1527570709.746162;1514;-1;2.000000;0
80;1527570709.746188;1514;-1;2.000000;0
84;1527570709.753520;477;-1;0.000000;0
86;1527570709.832214;66;-1;0.000000;1
88;1527570709.968157;1152;-1;2.000000;0
90;1527570710.073213;609;1;1.000000;0
91;1527570710.207232;609;-1;1.000000;0
92;1527570710.207515;66;1;0.000000;1
93;1527570710.312190;66;-1;0.000000;1
94;1527570710.312485;609;1;1.000000;0
95;1527570710.446535;609;-1;1.000000;0
96;1527570710.446691;66;1;0.000000;1
97;1527570710.551416;66;-1;0.000000;1
98;1527570710.551689;609;1;1.000000;0
99;1527570710.685641;609;-1;1.000000;0
100;1527570710.685949;66;1;0.000000;1
101;1527570710.790580;66;-1;0.000000;1
102;1527570710.848430;609;1;1.000000;0
103;1527570710.924884;609;-1;1.000000;0
104;1527570710.924999;66;1;0.000000;1
105;1527570711.071557;1454;1;2.000000;0
106;1527570711.087448;66;-1;0.000000;1
107;1527570711.087716;307;1;0.000000;0
110;1527570711.329355;609;1;1.000000;0
111;1527570711.331476;609;-1;1.000000;0
112;1527570711.331606;66;1;0.000000;1
114;1527570711.570549;609;-1;1.000000;0
115;1527570711.570888;1123;1;2.000000;0
116;1527570711.685116;4230;-1;8.000000;0
117;1527570711.685458;66;1;0.000000;1
119;1527570711.794876;1454;-1;2.000000;0
120;1527570711.809910;284;-1;0.000000;0
122;1527570711.814227;609;1;1.000000;0
123;1527570711.988951;4230;-1;8.000000;0
124;1527570711.989289;66;1;0.000000;1
125;1527570712.049140;72;-1;0.000000;0
126;1527570712.052770;1454;1;2.000000;0
127;1527570712.073096;1454;1;2.000000;0
128;1527570712.093818;66;-1;0.000000;1
129;1527570712.094105;519;1;0.000000;0
133;1527570712.345417;609;-1;1.000000;0
134;1527570712.346195;609;1;1.000000;0
135;1527570712.452118;1454;-1;2.000000;0
136;1527570712.492543;66;1;0.000000;1
137;1527570712.558046;1454;-1;2.000000;0
139;1527570712.585144;490;-1;0.000000;0
140;1527570712.585454;609;1;1.000000;0
141;1527570712.679898;1454;-1;2.000000;0
142;1527570712.719511;66;1;0.000000;1
143;1527570712.824484;249;-1;0.000000;0
145;1527570712.825440;609;1;1.000000;0
146;1527570713.063577;609;-1;1.000000;0
147;1527570713.103499;66;1;0.000000;1
148;1527570713.107118;66;-1;0.000000;1
149;1527570713.107377;1152;1;2.000000;0
150;1527570713.342388;609;-1;1.000000;0
151;1527570713.342669;66;1;0.000000;1
152;1527570713.346344;66;-1;0.000000;1
153;1527570713.581724;609;-1;1.000000;0
155;1527570713.595945;2842;-1;5.000000;0
158;1527570713.821098;917;-1;1.000000;0
160;1527570713.825289;609;1;1.000000;0
161;1527570714.064175;66;-1;0.000000;1
162;1527570714.064461;609;1;1.000000;0
163;1527570714.212636;609;-1;1.000000;0
164;1527570714.252562;66;1;0.000000;1
165;1527570714.303419;66;-1;0.000000;1
166;1527570714.480879;5618;-1;10.000000;0
168;1527570714.489619;1454;-1;2.000000;0
170;1527570714.507029;894;-1;1.000000;0
171;1527570714.507066;2842;-1;5.000000;0
174;1527570714.524470;1454;-1;2.000000;0
176;1527570714.650786;4230;-1;8.000000;0
178;1527570714.659519;4230;-1;8.000000;0
180;1527570714.676976;1454;-1;2.000000;0
182;1527570714.694371;2842;-1;5.000000;0
184;1527570714.694788;609;1;1.000000;0
185;1527570714.711797;1454;-1;2.000000;0
186;1527570714.711822;1454;-1;2.000000;0
187;1527570714.712093;66;1;0.000000;1
188;1527570714.729247;2842;-1;5.000000;0
190;1527570714.746868;1454;-1;2.000000;0
191;1527570714.746903;2842;-1;5.000000;0
193;1527570714.764120;2842;-1;5.000000;0
195;1527570714.781567;2842;-1;5.000000;0
197;1527570714.799006;2842;-1;5.000000;0
199;1527570714.816432;2842;-1;5.000000;0
201;1527570714.816849;1454;1;2.000000;0
202;1527570714.833801;2842;-1;5.000000;0
203;1527570714.834030;66;1;0.000000;1
204;1527570714.851299;1454;-1;2.000000;0
205;1527570714.890141;2842;-1;5.000000;0
207;1527570714.898898;2842;-1;5.000000;0
209;1527570714.916327;2842;-1;5.000000;0
211;1527570714.933719;2842;-1;5.000000;0
213;1527570714.951202;1454;-1;2.000000;0
214;1527570714.968126;2842;-1;5.000000;0
215;1527570714.968149;66;-1;0.000000;1
217;1527570714.968337;821;1;1.000000;0
218;1527570714.985048;2842;-1;5.000000;0
219;1527570714.985345;66;1;0.000000;1
220;1527570715.001213;2842;-1;5.000000;0
222;1527570715.010421;2842;-1;5.000000;0
224;1527570715.019544;2842;-1;5.000000;0
226;1527570715.028604;2842;-1;5.000000;0
228;1527570715.037709;2842;-1;5.000000;0
230;1527570715.046842;2842;-1;5.000000;0
231;1527570715.046872;2842;-1;5.000000;0
234;1527570715.056015;2842;-1;5.000000;0
236;1527570715.064765;2842;-1;5.000000;0
238;1527570715.073597;2842;-1;5.000000;0
240;1527570715.082296;2842;-1;5.000000;0
242;1527570715.090969;2842;-1;5.000000;0
244;1527570715.099662;2842;-1;5.000000;0
246;1527570715.100019;1454;1;2.000000;0
247;1527570715.108312;2842;-1;5.000000;0
248;1527570715.108562;66;1;0.000000;1
249;1527570715.117773;2842;-1;5.000000;0
251;1527570715.125644;2842;-1;5.000000;0
253;1527570715.134299;2842;-1;5.000000;0
