packet_index;timestamp;length;direction;num_cells;ack
0;1527568364.924345;66;1;0.000000;1
1;1527568364.927951;202;1;0.000000;0
5;1527568367.694626;74;1;0.000000;0
6;1527568367.934598;74;-1;0.000000;1
7;1527568367.934771;66;1;0.000000;1
8;1527568367.935336;258;1;0.000000;0
11;1527568368.736087;78;-1;0.000000;1
12;1527568368.860156;1070;-1;1.000000;0
13;1527568368.860453;66;1;0.000000;1
14;1527568368.861784;192;1;0.000000;0
16;1527568369.101720;117;-1;0.000000;0
17;1527568369.102202;106;1;0.000000;0
18;1527568369.342632;2115;-1;4.000000;0
19;1527568369.342952;66;1;0.000000;1
20;1527568369.344142;1637;1;3.000000;0
21;1527568369.583980;66;-1;0.000000;1
22;1527568369.590920;1123;-1;2.000000;0
23;1527568369.592261;1123;1;2.000000;0
24;1527568369.872909;66;-1;0.000000;1
25;1527568369.873187;609;1;1.000000;0
26;1527568369.923965;609;-1;1.000000;0
27;1527568369.963574;66;1;0.000000;1
28;1527568370.112738;66;-1;0.000000;1
29;1527568370.113030;609;1;1.000000;0
30;1527568370.203099;1152;-1;2.000000;0
31;1527568370.203318;66;1;0.000000;1
32;1527568370.352367;66;-1;0.000000;1
33;1527568370.352688;1152;1;2.000000;0
35;1527568370.542334;609;-1;1.000000;0
36;1527568370.542651;66;1;0.000000;1
37;1527568370.592136;66;-1;0.000000;1
38;1527568370.694140;609;1;1.000000;0
39;1527568370.913928;609;-1;1.000000;0
40;1527568370.914228;66;1;0.000000;1
41;1527568370.933507;66;-1;0.000000;1
42;1527568370.933692;609;1;1.000000;0
43;1527568371.153702;1123;-1;2.000000;0
44;1527568371.173026;66;-1;0.000000;1
45;1527568371.173282;609;1;1.000000;0
48;1527568371.430831;609;-1;1.000000;0
49;1527568371.470605;66;1;0.000000;1
50;1527568371.692959;609;1;1.000000;0
51;1527568371.710200;609;-1;1.000000;0
52;1527568371.710435;66;1;0.000000;1
53;1527568371.717932;1454;1;2.000000;0
54;1527568371.949772;609;-1;1.000000;0
55;1527568371.950052;278;1;0.000000;0
56;1527568372.006278;66;-1;0.000000;1
57;1527568372.189527;609;-1;1.000000;0
58;1527568372.189702;1152;1;2.000000;0
60;1527568372.429225;609;-1;1.000000;0
61;1527568372.429508;609;1;1.000000;0
63;1527568372.514066;2842;-1;5.000000;0
64;1527568372.514291;66;1;0.000000;1
65;1527568372.565410;1454;-1;2.000000;0
67;1527568372.668957;1129;-1;2.000000;0
69;1527568372.669890;609;1;1.000000;0
70;1527568372.694333;1454;1;2.000000;0
71;1527568372.909257;609;-1;1.000000;0
72;1527568372.933671;66;-1;0.000000;1
73;1527568372.933849;278;1;0.000000;0
74;1527568373.004721;2842;-1;5.000000;0
75;1527568373.005060;66;1;0.000000;1
76;1527568373.077194;1454;-1;2.000000;0
77;1527568373.090346;1454;1;2.000000;0
78;1527568373.173163;72;-1;0.000000;0
79;1527568373.173441;278;1;0.000000;0
