packet_index;timestamp;length;direction;num_cells;ack
0;1527538589.000796;66;1;0.000000;1
1;1527538589.001582;202;1;0.000000;0
5;1527538591.777624;74;1;0.000000;0
6;1527538592.017763;74;-1;0.000000;1
7;1527538592.018070;66;1;0.000000;1
8;1527538592.018416;258;1;0.000000;0
10;1527538592.258729;66;-1;0.000000;1
11;1527538592.260356;1061;-1;1.000000;0
12;1527538592.260486;66;1;0.000000;1
13;1527538592.261429;192;1;0.000000;0
14;1527538592.501669;117;-1;0.000000;0
15;1527538592.502099;106;1;0.000000;0
16;1527538592.764049;2105;-1;3.000000;0
17;1527538592.764281;66;1;0.000000;1
18;1527538592.765488;1123;1;2.000000;0
19;1527538593.016385;609;-1;1.000000;0
20;1527538593.016717;609;1;1.000000;0
21;1527538593.259175;609;-1;1.000000;0
22;1527538593.259412;609;1;1.000000;0
24;1527538593.540304;66;-1;0.000000;1
25;1527538593.540550;609;1;1.000000;0
26;1527538593.615435;609;-1;1.000000;0
27;1527538593.654985;66;1;0.000000;1
28;1527538593.779889;66;-1;0.000000;1
29;1527538593.780177;1152;1;2.000000;0
30;1527538593.894449;609;-1;1.000000;0
31;1527538593.894776;66;1;0.000000;1
32;1527538594.019651;66;-1;0.000000;1
33;1527538594.019933;609;1;1.000000;0
35;1527538594.134225;609;-1;1.000000;0
36;1527538594.134516;66;1;0.000000;1
37;1527538594.259252;66;-1;0.000000;1
38;1527538594.259530;609;1;1.000000;0
39;1527538594.373887;609;-1;1.000000;0
40;1527538594.374161;66;1;0.000000;1
41;1527538594.498897;66;-1;0.000000;1
42;1527538594.613684;1152;-1;2.000000;0
44;1527538594.615058;609;1;1.000000;0
46;1527538594.854415;66;-1;0.000000;1
47;1527538594.854688;609;1;1.000000;0
48;1527538595.009289;609;-1;1.000000;0
49;1527538595.049022;66;1;0.000000;1
50;1527538595.094044;66;-1;0.000000;1
52;1527538595.288334;609;-1;1.000000;0
54;1527538595.288937;609;1;1.000000;0
55;1527538595.528298;66;-1;0.000000;1
56;1527538595.592034;609;1;1.000000;0
57;1527538595.669277;609;-1;1.000000;0
58;1527538595.709051;66;1;0.000000;1
59;1527538595.780696;1454;1;2.000000;0
60;1527538595.831587;66;-1;0.000000;1
61;1527538595.831840;307;1;0.000000;0
62;1527538595.971235;609;-1;1.000000;0
63;1527538595.971511;66;1;0.000000;1
64;1527538596.020173;66;-1;0.000000;1
66;1527538596.072046;609;1;1.000000;0
68;1527538596.176412;4230;-1;8.000000;0
69;1527538596.176725;66;1;0.000000;1
70;1527538596.210954;72;-1;0.000000;0
72;1527538596.264062;1454;-1;2.000000;0
74;1527538596.311602;66;-1;0.000000;1
75;1527538596.311887;1152;1;2.000000;0
76;1527538596.450647;278;-1;0.000000;0
77;1527538596.450961;66;1;0.000000;1
78;1527538596.551410;66;-1;0.000000;1
79;1527538596.551754;1152;1;2.000000;0
80;1527538596.690272;609;-1;1.000000;0
81;1527538596.690525;66;1;0.000000;1
82;1527538596.705449;2842;-1;5.000000;0
84;1527538596.714213;1454;-1;2.000000;0
86;1527538596.791118;66;-1;0.000000;1
87;1527538596.791421;1152;1;2.000000;0
88;1527538596.929781;72;-1;0.000000;0
89;1527538596.930074;66;1;0.000000;1
90;1527538596.943692;1454;1;2.000000;0
91;1527538596.958133;1454;-1;2.000000;0
92;1527538597.007078;66;1;0.000000;1
93;1527538597.030778;66;-1;0.000000;1
94;1527538597.031040;278;1;0.000000;0
95;1527538597.169397;792;-1;1.000000;0
96;1527538597.169653;66;1;0.000000;1
97;1527538597.183131;66;-1;0.000000;1
99;1527538597.270499;609;1;1.000000;0
100;1527538597.409087;1152;-1;2.000000;0
101;1527538597.409374;66;1;0.000000;1
102;1527538597.509835;66;-1;0.000000;1
103;1527538597.549574;1454;-1;2.000000;0
105;1527538597.648743;278;-1;0.000000;0
107;1527538597.651759;609;1;1.000000;0
108;1527538597.888341;609;-1;1.000000;0
109;1527538597.891106;66;-1;0.000000;1
110;1527538597.891362;1152;1;2.000000;0
111;1527538598.130815;609;-1;1.000000;0
112;1527538598.149239;609;1;1.000000;0
114;1527538598.388676;1152;-1;2.000000;0
115;1527538598.389016;609;1;1.000000;0
116;1527538598.628431;609;-1;1.000000;0
117;1527538598.628766;609;1;1.000000;0
118;1527538598.773207;2842;-1;5.000000;0
119;1527538598.773542;66;1;0.000000;1
120;1527538598.868128;917;-1;1.000000;0
121;1527538598.871998;609;1;1.000000;0
122;1527538599.111355;609;-1;1.000000;0
123;1527538599.111710;609;1;1.000000;0
124;1527538599.351049;609;-1;1.000000;0
125;1527538599.351435;609;1;1.000000;0
126;1527538599.538189;5618;-1;10.000000;0
127;1527538599.538530;66;1;0.000000;1
128;1527538599.546931;1454;-1;2.000000;0
129;1527538599.564412;2842;-1;5.000000;0
131;1527538599.581922;1454;-1;2.000000;0
132;1527538599.590905;386;-1;0.000000;0
134;1527538599.680492;609;1;1.000000;0
135;1527538599.717898;4230;-1;8.000000;0
136;1527538599.718125;66;1;0.000000;1
137;1527538599.726609;2842;-1;5.000000;0
139;1527538599.744121;2842;-1;5.000000;0
141;1527538599.761597;4230;-1;8.000000;0
143;1527538599.776385;1454;1;2.000000;0
144;1527538599.779085;2842;-1;5.000000;0
145;1527538599.779234;66;1;0.000000;1
146;1527538599.798277;2842;-1;5.000000;0
148;1527538599.814039;2842;-1;5.000000;0
150;1527538599.831529;2842;-1;5.000000;0
152;1527538599.848993;2842;-1;5.000000;0
154;1527538599.866503;2842;-1;5.000000;0
156;1527538599.883999;2842;-1;5.000000;0
158;1527538599.957603;5618;-1;10.000000;0
159;1527538599.957803;307;1;0.000000;0
160;1527538599.957828;66;1;0.000000;1
161;1527538599.966337;2842;-1;5.000000;0
163;1527538599.983865;2842;-1;5.000000;0
165;1527538600.001314;2842;-1;5.000000;0
167;1527538600.017077;2842;-1;5.000000;0
169;1527538600.032813;2842;-1;5.000000;0
171;1527538600.043154;2842;-1;5.000000;0
173;1527538600.053104;2842;-1;5.000000;0
175;1527538600.063103;2842;-1;5.000000;0
177;1527538600.073092;2842;-1;5.000000;0
179;1527538600.073606;1454;1;2.000000;0
180;1527538600.082808;2842;-1;5.000000;0
181;1527538600.083000;66;1;0.000000;1
182;1527538600.092504;2842;-1;5.000000;0
184;1527538600.101944;2842;-1;5.000000;0
186;1527538600.111358;2842;-1;5.000000;0
188;1527538600.120464;2842;-1;5.000000;0
190;1527538600.129593;2842;-1;5.000000;0
192;1527538600.138486;2842;-1;5.000000;0
194;1527538600.147373;2842;-1;5.000000;0
196;1527538600.156256;2842;-1;5.000000;0
198;1527538600.165179;2842;-1;5.000000;0
200;1527538600.174061;2842;-1;5.000000;0
203;1527538600.182945;2842;-1;5.000000;0
205;1527538600.191832;2842;-1;5.000000;0
207;1527538600.200763;2842;-1;5.000000;0
208;1527538600.201074;1393;1;2.000000;0
209;1527538600.207726;2842;-1;5.000000;0
210;1527538600.207755;2842;-1;5.000000;0
211;1527538600.207889;66;1;0.000000;1
213;1527538600.214436;2842;-1;5.000000;0
215;1527538600.221163;2842;-1;5.000000;0
217;1527538600.227835;2842;-1;5.000000;0
219;1527538600.234599;2842;-1;5.000000;0
221;1527538600.241269;2842;-1;5.000000;0
223;1527538600.247968;2842;-1;5.000000;0
225;1527538600.254684;2842;-1;5.000000;0
227;1527538600.261411;2842;-1;5.000000;0
229;1527538600.268088;2842;-1;5.000000;0
231;1527538600.274806;2842;-1;5.000000;0
233;1527538600.281512;2842;-1;5.000000;0
235;1527538600.288208;2842;-1;5.000000;0
237;1527538600.291906;1454;1;2.000000;0
238;1527538600.294932;2842;-1;5.000000;0
239;1527538600.295082;66;1;0.000000;1
240;1527538600.301598;2842;-1;5.000000;0
242;1527538600.308238;2842;-1;5.000000;0
244;1527538600.315181;2842;-1;5.000000;0
246;1527538600.320966;2842;-1;5.000000;0
248;1527538600.327201;2842;-1;5.000000;0
250;1527538600.333338;2842;-1;5.000000;0
252;1527538600.339434;2842;-1;5.000000;0
254;1527538600.345548;2842;-1;5.000000;0
256;1527538600.351519;2842;-1;5.000000;0
258;1527538600.357496;2842;-1;5.000000;0
260;1527538600.363464;2842;-1;5.000000;0
261;1527538600.363492;2842;-1;5.000000;0
264;1527538600.369318;2842;-1;5.000000;0
266;1527538600.374957;2842;-1;5.000000;0
268;1527538600.380656;2842;-1;5.000000;0
270;1527538600.386171;2842;-1;5.000000;0
272;1527538600.391712;2842;-1;5.000000;0
274;1527538600.392132;1454;1;2.000000;0
275;1527538600.397097;2842;-1;5.000000;0
276;1527538600.397240;66;1;0.000000;1
277;1527538600.402378;2842;-1;5.000000;0
279;1527538600.407675;2842;-1;5.000000;0
281;1527538600.412831;2842;-1;5.000000;0
283;1527538600.417997;2842;-1;5.000000;0
285;1527538600.423071;2842;-1;5.000000;0
287;1527538600.428099;2842;-1;5.000000;0
289;1527538600.433102;2842;-1;5.000000;0
291;1527538600.438056;2842;-1;5.000000;0
293;1527538600.442956;2842;-1;5.000000;0
295;1527538600.446655;2842;-1;5.000000;0
297;1527538600.447014;1454;1;2.000000;0
298;1527538600.450358;2842;-1;5.000000;0
299;1527538600.450506;217;1;0.000000;0
300;1527538600.454013;2842;-1;5.000000;0
301;1527538600.454176;66;1;0.000000;1
302;1527538600.457651;2842;-1;5.000000;0
304;1527538600.461286;2842;-1;5.000000;0
306;1527538600.464876;2842;-1;5.000000;0
308;1527538600.468395;2842;-1;5.000000;0
310;1527538600.471945;2842;-1;5.000000;0
312;1527538600.475472;2842;-1;5.000000;0
313;1527538600.475501;2842;-1;5.000000;0
316;1527538600.478986;2842;-1;5.000000;0
318;1527538600.479527;1454;1;2.000000;0
319;1527538600.482424;2842;-1;5.000000;0
